id,segments_id,text,category,dataset_name,tokenizer
BP,2,"Formerly majority state-owned , the British government privatised the company in stages between 1979 and 1987 . British Petroleum merged with Amoco in 1998 , becoming BP Amoco plc , and acquired ARCO and Burmah Castrol in 2000 , becoming BP plc in 2001 . From 2003 to 2013 , BP was a partner in the TNK-BP joint venture in Russia . BP has been directly involved in several major environmental and safety incidents . Among them were the 2005 Texas City Refinery explosion , which caused the death of 15 workers and resulted in a record-setting OSHA fine ; Britain 's largest oil spill , the wreck of Torrey Canyon ; and the 2006 Prudhoe Bay oil spill , the largest oil spill on Alaska 's North Slope , which resulted in a US$ 25 million civil penalty , the largest per-barrel penalty at that time for an oil spill .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
BP,3,"The 2010 Deepwater Horizon oil spill , the largest accidental release of oil into marine waters in history , resulted in severe environmental , health and economic consequences , and serious legal and public relations repercussions for BP . 1.8 million gallons of Corexit oil dispersant were used in the cleanup response , becoming the largest application of such chemicals in US history . The company pleaded guilty to 11 counts of felony manslaughter , two misdemeanors , one felony count of lying to Congress , and agreed to pay more than $ 4.5 billion in fines and penalties , the largest criminal resolution in US history . On July 2 , 2015 , BP and five states announced an $ 18.5 billion settlement to be used for Clean Water Act penalties and various claims .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Assam,0,"Assam ( -LSB- langpronəˈsæm -RSB- is a state in northeastern India . Located south of the eastern Himalayas , Assam comprises the Brahmaputra Valley and the Barak Valley along with the Karbi Anglong and Dima Hasao districts with an area of 30,285 mi2 . Assam , along with Arunachal Pradesh , Nagaland , Manipur , Mizoram , Tripura , and Meghalaya , is one of the Seven Sister States . Geographically , Assam and these states are connected to the rest of India via a 22 km strip of land in West Bengal called the Siliguri Corridor or `` Chicken 's Neck '' . Assam shares an international border with Bhutan and Bangladesh ; and its culture , people and climate are similar to those of Southeast Asia -- comprising the elements in India 's Look East policy . Assam is known for Assam tea and Assam silk . The first oil well in Asia was drilled here .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Assam,1,"The state has conserved the one-horned Indian rhinoceros from near extinction , along with the wild water buffalo , pygmy hog , tiger and various species of Asiatic birds . It provides one of the last wild habitats for the Asian elephant . The Assamese economy is aided by wildlife tourism , centred around Kaziranga National Park and Manas National Park which are World Heritage Sites . Sal tree forests are found in the state which , as a result of abundant rainfall , looks green all year round . Assam receives more rainfall compared to most parts of India . This rain feeds the Brahmaputra River , whose tributaries and oxbow lakes provide the region with a hydro-geomorphic environment .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Atmospheric_methane,0,"Atmospheric methane is the methane present in Earth 's atmosphere . Atmospheric methane concentrations are of interest because it is one of the most potent greenhouse gases in Earth 's atmosphere . The 100-year global warming potential of methane is 28 . That is , over a 100-year period , it traps 28 times more heat per mass unit than carbon dioxide and 32 times the effect when accounted for aerosol interactions . Global methane levels , had risen to 1800 parts per billion ( ppb ) by 2011 , an increase by a factor of 2.5 since pre-industrial times , from 722 ppb , the highest value in at least 800,000 years . Its concentration is higher in the Northern Hemisphere since most sources ( both natural and human ) are located on land and the Northern Hemisphere has more land mass . The concentrations vary seasonally , with , for example , a minimum in the northern tropics during April − May mainly due to removal by the hydroxyl radical .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Atmospheric_methane,1,"Early in the Earth 's history carbon dioxide and methane likely produced a greenhouse effect . The carbon dioxide would have been produced by volcanoes and the methane by early microbes . During this time , Earth 's earliest life appeared . These first , ancient bacteria added to the methane concentration by converting hydrogen and carbon dioxide into methane and water . Oxygen did not become a major part of the atmosphere until photosynthetic organisms evolved later in Earth 's history . With no oxygen , methane stayed in the atmosphere longer and at higher concentrations than it does today . Methane is created near the surface , and it is carried into the stratosphere by rising air in the tropics . Uncontrolled build-up of methane in Earth 's atmosphere is naturally checked -- although human influence can upset this natural regulation -- by methane 's reaction with hydroxyl radicals formed from singlet oxygen atoms and with water vapor .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Beringia,0,"Beringia is defined today as the land and maritime area bounded on the west by the Lena River in Russia ; on the east by the Mackenzie River in Canada ; on the north by 72 degrees north latitude in the Chukchi Sea ; and on the south by the tip of the Kamchatka Peninsula . It includes the Chukchi Sea , the Bering Sea , the Bering Strait , the Chukchi and Kamchatka Peninsulas in Russia as well as Alaska in the United States . The area includes land lying on the North American Plate and Siberian land east of the Chersky Range . Historically , it formed a land bridge that was up to 1000 km wide at its greatest extent and which covered an area as large as British Columbia and Alberta together , totaling at approximately 1600000 km2 . Today , the only land that is visible from the central part of the Bering land bridge are the Diomede Islands , the Pribilof Islands of St. Paul and St. George , St. Lawrence Island , and King Island .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Beringia,1,"The term Beringia was coined by the Swedish botanist Eric Hultén in 1937 . During the ice ages , Beringia , like most of Siberia and all of North and Northeast China , was not glaciated because snowfall was very light . It was a grassland steppe , including the land bridge , that stretched for hundreds of kilometres into the continents on either side . It is believed that a small human population of at most a few thousand arrived in Beringia from eastern Siberia during the Last Glacial Maximum before expanding into the settlement of the Americas sometime after 16,500 years ago during the Late Glacial Maximum as the American glaciers blocking the way southward melted , but before the bridge was covered by the sea about 11,000 years BP . Before European colonization , Beringia was inhabited by the Yupik peoples on both sides of the straits . This culture remains in the region today along with others .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Beringia,2,"In 2012 , the governments of Russia and the United States announced a plan to formally establish `` a transboundary area of shared Beringian heritage '' . Among other things this agreement would establish close ties between the Bering Land Bridge National Preserve and the Cape Krusenstern National Monument in the United States and the planned Beringia National Park in Russia .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiversity,0,"Biodiversity a portmanteau of `` biological diversity , '' generally refers to the variety and variability of life on Earth . According to the United Nations Environment Programme , biodiversity typically measures variation at the genetic , the species , and the ecosystem level . Terrestrial biodiversity tends to be greater near the equator , which seems to be the result of the warm climate and high primary productivity . Biodiversity is not distributed evenly on Earth , and is richest in the tropics . These tropical forest ecosystems cover less than 10 per cent of earth 's surface , and contain about 90 percent of the world 's species . Marine biodiversity tends to be highest along coasts in the Western Pacific , where sea surface temperature is highest and in the mid-latitudinal band in all oceans . There are latitudinal gradients in species diversity . Biodiversity generally tends to cluster in hotspots , and has been increasing through time , but will be likely to slow in the future . Rapid environmental changes typically cause mass extinctions .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiversity,1,"More than 99.9 percent of all species , amounting to over five billion species , that ever lived on Earth are estimated to be extinct . Estimates on the number of Earth 's current species range from 10 million to 14 million , of which about 1.2 million have been documented and over 86 percent have not yet been described . More recently , in May 2016 , scientists reported that 1 trillion species are estimated to be on Earth currently with only one-thousandth of one percent described . The total amount of related DNA base pairs on Earth is estimated at 5.0 x 1037 and weighs 50 billion tonnes . In comparison , the total mass of the biosphere has been estimated to be as much as 4 TtC ( trillion tons of carbon ) . In July 2016 , scientists reported identifying a set of 355 genes from the Last Universal Common Ancestor ( LUCA ) of all organisms living on Earth . The age of the Earth is about 4.54 billion years old .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiversity,2,"The earliest undisputed evidence of life on Earth dates at least from 3.5 billion years ago , during the Eoarchean Era after a geological crust started to solidify following the earlier molten Hadean Eon . There are microbial mat fossils found in 3.48 billion-year-old sandstone discovered in Western Australia . Other early physical evidence of a biogenic substance is graphite in 3.7 billion-year-old meta-sedimentary rocks discovered in Western Greenland . More recently , in 2015 , `` remains of biotic life '' were found in 4.1 billion-year-old rocks in Western Australia . According to one of the researchers , `` If life arose relatively quickly on Earth . . then it could be common in the universe . '' Since life began on Earth , five major mass extinctions and several minor events have led to large and sudden drops in biodiversity .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiversity,3,"The Phanerozoic eon ( the last 540 million years ) marked a rapid growth in biodiversity via the Cambrian explosion -- a period during which the majority of multicellular phyla first appeared . The next 400 million years included repeated , massive biodiversity losses classified as mass extinction events . In the Carboniferous , rainforest collapse led to a great loss of plant and animal life . The Permian -- Triassic extinction event , 251 million years ago , was the worst ; vertebrate recovery took 30 million years . The most recent , the Cretaceous -- Paleogene extinction event , occurred 65 million years ago and has often attracted more attention than others because it resulted in the extinction of the dinosaurs . The period since the emergence of humans has displayed an ongoing biodiversity reduction and an accompanying loss of genetic diversity . Named the Holocene extinction , the reduction is caused primarily by human impacts , particularly habitat destruction . Conversely , biodiversity impacts human health in a number of ways , both positively and negatively .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiversity,4,The United Nations designated 2011 -- 2020 as the United Nations Decade on Biodiversity .,Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Biodiesel,0,"Biodiesel refers to a vegetable oil - or animal fat-based diesel fuel consisting of long-chain alkyl ( methyl , ethyl , or propyl ) esters . Biodiesel is typically made by chemically reacting lipids ( e.g. , vegetable oil , soybean oil , animal fat ( tallow ) ) with an alcohol producing fatty acid esters . Biodiesel is meant to be used in standard diesel engines and is thus distinct from the vegetable and waste oils used to fuel converted diesel engines . Biodiesel can be used alone , or blended with petrodiesel in any proportions . Biodiesel blends can also be used as heating oil . The National Biodiesel Board ( USA ) also has a technical definition of `` biodiesel '' as a mono-alkyl ester .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Berlin,0,"Berlin ( -LSB- bəɹˈlɪn -RSB- , -LSB- bɛɐ̯ˈliːn -RSB- ) is the capital and the largest city of Germany as well as one of its 16 constituent states . With a population of approximately 3.7 million , Berlin is the second most populous city proper and the seventh most populous urban area in the European Union . Located in northeastern Germany on the banks of the rivers Spree and Havel , it is the centre of the Berlin-Brandenburg Metropolitan Region , which has roughly 6 million residents from more than 180 nations . Due to its location in the European Plain , Berlin is influenced by a temperate seasonal climate . Around one-third of the city 's area is composed of forests , parks , gardens , rivers , canals and lakes .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Berlin,1,"First documented in the 13th century and situated at the crossing of two important historic trade routes , Berlin became the capital of the Margraviate of Brandenburg ( 14171701 ) , the Kingdom of Prussia ( 1701 -- 1918 ) , the German Empire ( 1871 -- 1918 ) , the Weimar Republic ( 1919 -- 1933 ) and the Third Reich ( 1933 -- 1945 ) . Berlin in the 1920s was the third largest municipality in the world . After World War II and its subsequent occupation by the victorious countries , the city was divided ; East Berlin was declared capital of East Germany , while West Berlin became a de facto West German exclave , surrounded by the Berlin Wall ( 1961 -- 1989 ) and East German territory . Following German reunification in 1990 , Berlin once again became the capital of all-Germany . Berlin is a world city of culture , politics , media and science .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Berlin,2,"Its economy is based on high-tech firms and the service sector , encompassing a diverse range of creative industries , research facilities , media corporations and convention venues . Berlin serves as a continental hub for air and rail traffic and has a highly complex public transportation network . The metropolis is a popular tourist destination . Significant industries also include IT , pharmaceuticals , biomedical engineering , clean tech , biotechnology , construction and electronics . Modern Berlin is home to world renowned universities , orchestras , museums , entertainment venues and is host to many sporting events . Its urban setting has made it a sought-after location for international film productions . The city is well known for its festivals , diverse architecture , nightlife , contemporary arts and a high quality of living . Since the 2000s Berlin has seen the emergence of a cosmopolitan entrepreneurial scene .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_offset,0,"A carbon offset is a reduction in emissions of carbon dioxide or greenhouse gases made in order to compensate for or to offset an emission made elsewhere . Carbon offsets are measured in metric tons of carbon dioxide-equivalent ( CO2e ) and may represent six primary categories of greenhouse gases : carbon dioxide , methane ( CH4 ) , nitrous oxide ( N2O ) , perfluorocarbons ( PFCs ) , hydrofluorocarbons ( HFCs ) , and sulfur hexafluoride ( SF6 ) . One carbon offset represents the reduction of one metric ton of carbon dioxide or its equivalent in other greenhouse gases . There are two markets for carbon offsets . In the larger , compliance market , companies , governments , or other entities buy carbon offsets in order to comply with caps on the total amount of carbon dioxide they are allowed to emit . This market exists in order to achieve compliance with obligations of Annex 1 Parties under the Kyoto Protocol , and of liable entities under the EU Emission Trading Scheme .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_offset,1,"In 2006 , about $ 5.5 billion of carbon offsets were purchased in the compliance market , representing about 1.6 billion metric tons of CO2e reductions . In the much smaller , voluntary market , individuals , companies , or governments purchase carbon offsets to mitigate their own greenhouse gas emissions from transportation , electricity use , and other sources . For example , an individual might purchase carbon offsets to compensate for the greenhouse gas emissions caused by personal air travel . Many companies ( see list ) offer carbon offsets as an up-sell during the sales process so that customers can mitigate the emissions related with their product or service purchase ( such as offsetting emissions related to a vacation flight , car rental , hotel stay , consumer good , etc. ) . In 2008 , about $ 705 million of carbon offsets were purchased in the voluntary market , representing about 123.4 million metric tons of CO2e reductions . Some fuel suppliers in the UK offer fuel which has been carbon offset such as Fuel dyes .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_offset,2,"Offsets are typically achieved through financial support of projects that reduce the emission of greenhouse gases in the short - or long-term . The most common project type is renewable energy , such as wind farms , biomass energy , or hydroelectric dams . Others include energy efficiency projects , the destruction of industrial pollutants or agricultural byproducts , destruction of landfill methane , and forestry projects . Some of the most popular carbon offset projects from a corporate perspective are energy efficiency and wind turbine projects . Carbon offsetting has gained some appeal and momentum mainly among consumers in western countries who have become aware and concerned about the potentially negative environmental effects of energy-intensive lifestyles and economies . The Kyoto Protocol has sanctioned offsets as a way for governments and private companies to earn carbon credits that can be traded on a marketplace . The protocol established the Clean Development Mechanism ( CDM ) , which validates and measures projects to ensure they produce authentic benefits and are genuinely `` additional '' activities that would not otherwise have been undertaken . Organizations that are unable to meet their emissions quota can offset their emissions by buying CDM-approved Certified Emissions Reductions .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_offset,3,"Emissions from burning fuel , such as red diesel , has pushed one UK fuel supplier to create a carbon offset fuel named Carbon Offset Red Diesel . Offsets may be cheaper or more convenient alternatives to reducing one 's own fossil-fuel consumption . However , some critics object to carbon offsets , and question the benefits of certain types of offsets . Due diligence is recommended to help businesses in the assessment and identification of `` good quality '' offsets to ensure offsetting provides the desired additional environmental benefits , and to avoid reputational risk associated with poor quality offsets . Offsets are viewed as an important policy tool to maintain stable economies and to improve sustainability . One of the hidden dangers of climate change policy is unequal prices of carbon in the economy , which can cause economic collateral damage if production flows to regions or industries that have a lower price of carbon -- unless carbon can be purchased from that area , which offsets effectively permit , equalizing the price .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Bushfires_in_Australia,0,"Bushfires in Australia are frequent events during the warmer months of the year , due to Australia 's mostly hot , dry climate . Each year , such fires impact extensive areas . On one hand , they can cause property damage and loss of human life . On the other hand , certain native flora in Australia have evolved to rely on bushfires as a means of reproduction , and fire events are an interwoven and an essential part of the ecology of the continent . For thousands of years , Indigenous Australians have used fire to foster grasslands for hunting and to clear tracks through dense vegetation . Major firestorms that result in severe loss of life are often named based on the day on which they occur , such as Ash Wednesday and Black Saturday . Some of the most intense , extensive and deadly bushfires commonly occur during droughts and heat waves , such as the 2009 Southern Australia heat wave , which precipitated the conditions during the 2009 Black Saturday bushfires in which 173 people lost their lives .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Bushfires_in_Australia,1,"Other major conflagrations include the 1983 Ash Wednesday bushfires , the 2003 Eastern Victorian alpine bushfires and the 2006 December Bushfires . Global warming is increasing the frequency and severity of bushfires .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_cycle,0,"The carbon cycle is the biogeochemical cycle by which carbon is exchanged among the biosphere , pedosphere , geosphere , hydrosphere , and atmosphere of the Earth . Carbon is the main component of biological compounds as well as a major component of many minerals such as limestone . Along with the nitrogen cycle and the water cycle , the carbon cycle comprises a sequence of events that are key to make Earth capable of sustaining life . It describes the movement of carbon as it is recycled and reused throughout the biosphere , as well as long-term processes of carbon sequestration to and release from carbon sinks . The global carbon budget is the balance of the exchanges ( incomes and losses ) of carbon between the carbon reservoirs or between one specific loop ( e.g. , atmosphere and biosphere ) of the carbon cycle . An examination of the carbon budget of a pool or reservoir can provide information about whether the pool or reservoir is functioning as a source or sink for carbon dioxide . The carbon cycle was initially discovered by Joseph Priestley and Antoine Lavoisier , and popularized by Humphry Davy .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_sink,0,"A carbon sink is a natural or artificial reservoir that accumulates and stores some carbon-containing chemical compound for an indefinite period . The process by which carbon sinks remove carbon dioxide from the atmosphere is known as carbon sequestration . Public awareness of the significance of CO2 sinks has grown since passage of the Kyoto Protocol , which promotes their use as a form of carbon offset . There are also different strategies used to enhance this process .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_monoxide,0,"Carbon monoxide ( CO ) is a colorless , odorless , and tasteless gas that is slightly less dense than air . It is toxic to hemoglobic animals ( both invertebrate and vertebrate , including humans ) when encountered in concentrations above about 35 ppm , although it is also produced in normal animal metabolism in low quantities , and is thought to have some normal biological functions . In the atmosphere , it is spatially variable and short lived , having a role in the formation of ground-level ozone . Carbon monoxide consists of one carbon atom and one oxygen atom , connected by a triple bond that consists of two covalent bonds as well as one dative covalent bond . It is the simplest oxocarbon and is isoelectronic with the cyanide anion , the nitrosonium cation and molecular nitrogen . In coordination complexes the carbon monoxide ligand is called carbonyl .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
CLOUD_experiment,0,"Cosmics Leaving Outdoor Droplets or CLOUD is an experiment being run at CERN by a group of researchers led by Jasper Kirkby to investigate the microphysics between galactic cosmic rays ( GCRs ) and aerosols under controlled conditions . The experiment began operation in November 2009 . The primary goal is to understand the influence of galactic cosmic rays ( GCRs ) on aerosols and clouds , and their implications for climate . Although its design is optimised to address the cosmic ray question , ( as posed by Henrik Svensmark and colleagues in 1997 ) CLOUD allows as well to measure aerosol nucleation and growth under controlled laboratory conditions . Atmospheric aerosols and their effect on clouds are recognised by the IPCC as main source of uncertainty in present radiative forcing and climate models .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
California,0,"California ( -LSB- kælᵻˈfɔːrnjə , _ - ni.ə -RSB- , ) is the most populous state in the United States and the third most extensive by area . Located on the western ( Pacific Ocean ) coast of the U.S. , California is bordered by the other U.S. states of Oregon , Nevada , and Arizona and shares an international border with the Mexican state of Baja California . The state capital is Sacramento . Los Angeles is California 's most populous city , and the country 's second largest after New York City . The Greater Los Angeles Area and the San Francisco Bay Area are the nation 's second - and fifth-most populous urban regions , respectively . California also has the nation 's most populous county , Los Angeles County , and its largest county by area , San Bernardino County . California 's diverse geography ranges from the Pacific Coast in the west to the Sierra Nevada mountain range in the east ; and from the redwood -- Douglas fir forests in the northwest to the Mojave Desert in the southeast .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
California,1,"The Central Valley , a major agricultural area , dominates the state 's center . Though California is well-known for its warm Mediterranean climate , the large size of the state means it can vary from moist temperate rainforest in the north , to arid desert in the interior , as well as snowy alpine in the mountains . What is now California was first settled by various Native American tribes before being explored by a number of European expeditions during the 16th and 17th centuries . The Spanish Empire then claimed it as part of Alta California in their New Spain colony . The area became a part of Mexico in 1821 following its successful war for independence , but was ceded to the United States in 1848 after the Mexican -- American War . The western portion of Alta California then was organized as the State of California , and admitted as the 31st state on September 9 , 1850 . The California Gold Rush starting in 1848 led to dramatic social and demographic changes , with large-scale emigration from the east and abroad with an accompanying economic boom .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
California,2,"If it were a country , California would be the 6th largest economy in the world and the 35th most populous . It is also regarded as a global trendsetter in both popular culture and politics , and is the origin of the film industry , the hippie counterculture , the Internet , and the personal computer , among others . Fifty-eight percent of the state 's economy is centered on finance , government , real estate services , technology , and professional , scientific and technical business services . The San Francisco Bay Area has the nation 's highest median household income by metropolitan area , and is the headquarters of three of the world 's largest 40 firms by revenue , Chevron , Apple , and McKesson . Although it accounts for only 1.5 percent of the state 's economy , California 's agriculture industry has the highest output of any U.S. state .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_capture_and_storage,0,"Carbon capture and storage ( CCS ) ( or carbon capture and sequestration ) is the process of capturing waste carbon dioxide from large point sources , such as fossil fuel power plants , transporting it to a storage site , and depositing it where it will not enter the atmosphere , normally an underground geological formation . The aim is to prevent the release of large quantities of into the atmosphere ( from fossil fuel use in power generation and other industries ) . It is a potential means of mitigating the contribution of fossil fuel emissions to global warming and ocean acidification . Although has been injected into geological formations for several decades for various purposes , including enhanced oil recovery , the long term storage of is a relatively new concept . The first commercial example was the Weyburn-Midale Carbon Dioxide Project in 2000 . Other examples include SaskPower 's Boundary Dam and Mississippi Power 's Kemper Project . ` CCS ' can also be used to describe the scrubbing of from ambient air as a climate engineering technique .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_capture_and_storage,1,"An integrated pilot-scale CCS power plant was to begin operating in September 2008 in the eastern German power plant Schwarze Pumpe run by utility Vattenfall , to test the technological feasibility and economic efficiency . CCS applied to a modern conventional power plant could reduce emissions to the atmosphere by approximately 80 -- 90 % compared to a plant without CCS . The IPCC estimates that the economic potential of CCS could be between 10 % and 55 % of the total carbon mitigation effort until year 2100 . Carbon dioxide can be captured out of air or fossil fuel power plant flue gas using adsorption ( or carbon scrubbing ) , membrane gas separation , or adsorption technologies . Amines are the leading carbon scrubbing technology . Capturing and compressing may increase the energy needs of a coal-fired CCS plant by 25 -- 40 % . These and other system costs are estimated to increase the cost per watt energy produced by 21 -- 91 % for fossil fuel power plants .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_capture_and_storage,2,"Applying the technology to existing plants would be more expensive , especially if they are far from a sequestration site . A 2005 industry report suggests that with successful research , development and deployment ( RD&D ) , sequestered coal-based electricity generation in 2025 may cost less than unsequestered coal-based electricity generation today . Storage of the is envisaged either in deep geological formations , or in the form of mineral carbonates . Deep ocean storage is not currently considered feasible due to the associated effect of ocean acidification . Geological formations are currently considered the most promising sequestration sites . The National Energy Technology Laboratory ( NETL ) reported that North America has enough storage capacity for more than 900 years worth of carbon dioxide at current production rates . A general problem is that long term predictions about submarine or underground storage security are very difficult and uncertain , and there is still the risk that might leak into the atmosphere .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Captain_America:_The_First_Avenger,0,"Captain America : The First Avenger is a 2011 American superhero film based on the Marvel Comics character Captain America , produced by Marvel Studios and distributed by Paramount Pictures . It is the fifth film in the Marvel Cinematic Universe . The film was directed by Joe Johnston , written by Christopher Markus & Stephen McFeely , and stars Chris Evans , Tommy Lee Jones , Hugo Weaving , Hayley Atwell , Sebastian Stan , Dominic Cooper , Neal McDonough , Derek Luke , and Stanley Tucci . Set predominantly during World War II , Captain America : The First Avenger tells the story of Steve Rogers , a sickly man from Brooklyn who is transformed into super-soldier Captain America and must stop the Red Skull , who intends to use an artifact called the `` Tesseract '' as an energy-source for world domination . Captain America : The First Avenger began as a concept in 1997 and was scheduled for distribution by Artisan Entertainment . However , a lawsuit , not settled until September 2003 , disrupted the project .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Captain_America:_The_First_Avenger,1,"In 2005 , Marvel Studios received a loan from Merrill Lynch , and planned to finance and release it through Paramount Pictures . Directors Jon Favreau and Louis Leterrier were interested in directing the project before Johnston was approached in 2008 . The principal characters were cast between March and June 2010 . Production of Captain America : The First Avenger began in June 2010 , and filming took place in London , Manchester , Caerwent , and Liverpool in the United Kingdom , and Los Angeles in the United States . The film was converted to 3D in post-production . Captain America : The First Avenger premiered in Hollywood on July 19 , 2011 , and was released in the United States on July 22 , 2011 . The film received positive reviews and was commercially successful , grossing over $ 370 million worldwide . The Blu-ray and DVD were released on October 25 , 2011 .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Captain_America:_The_First_Avenger,2,"A sequel titled Captain America : The Winter Soldier was released on April 4 , 2014 , and a third film titled Captain America : Civil War was released on May 6 , 2016 .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_credit,0,"A carbon credit is a generic term for any tradable certificate or permit representing the right to emit one tonne of carbon dioxide or the mass of another greenhouse gas with a carbon dioxide equivalent ( tCO2e ) equivalent to one tonne of carbon dioxide . Carbon credits and carbon markets are a component of national and international attempts to mitigate the growth in concentrations of greenhouse gases ( GHGs ) . One carbon credit is equal to one tonne of carbon dioxide , or in some markets , carbon dioxide equivalent gases . Carbon trading is an application of an emissions trading approach . Greenhouse gas emissions are capped and then markets are used to allocate the emissions among the group of regulated sources . The goal is to allow market mechanisms to drive industrial and commercial processes in the direction of low emissions or less carbon intensive approaches than those used when there is no cost to emitting carbon dioxide and other GHGs into the atmosphere . Since GHG mitigation projects generate credits , this approach can be used to finance carbon reduction schemes between trading partners and around the world .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_credit,1,"There are also many companies that sell carbon credits to commercial and individual customers who are interested in lowering their carbon footprint on a voluntary basis . These carbon offsetters purchase the credits from an investment fund or a carbon development company that has aggregated the credits from individual projects . Buyers and sellers can also use an exchange platform to trade , which is like a stock exchange for carbon credits . The quality of the credits is based in part on the validation process and sophistication of the fund or development company that acted as the sponsor to the carbon project . This is reflected in their price ; voluntary units typically have less value than the units sold through the rigorously validated Clean Development Mechanism .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_tax,0,"A carbon tax is a tax levied on the carbon content of fuels . It is a form of carbon pricing . Carbon is present in every hydrocarbon fuel ( coal , petroleum , and natural gas ) and converted to carbon dioxide and other products when combusted . In contrast , non-combustion energy sources -- wind , sunlight , geothermal , hydropower , and nuclear -- do not convert hydrocarbons to . is a heat-trapping `` greenhouse '' gas which represents a negative externality on the climate system ( see scientific opinion on global warming ) . Since GHG emissions caused by the combustion of fossil fuels are closely related to the carbon content of the respective fuels , a tax on these emissions can be levied by taxing the carbon content of fossil fuels at any point in the product cycle of the fuel . Carbon tax offers social and economic benefits . It is a tax that increases revenue without significantly altering the economy while simultaneously promoting objectives of climate change policy .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_tax,1,"The objective of a carbon tax is to reduce the harmful and unfavorable levels of carbon dioxide emissions , thereby decelerating climate change and its negative effects on the environment and human health . Carbon taxes offer a potentially cost-effective means of reducing greenhouse gas emissions . From an economic perspective , carbon taxes are a type of Pigovian tax . They help to address the problem of emitters of greenhouse gases not facing the full social cost of their actions . Carbon taxes can be a regressive tax , in that they may directly or indirectly affect low-income groups disproportionately . The regressive impact of carbon taxes could be addressed by using tax revenues to favour low-income groups . A number of countries have implemented carbon taxes or energy taxes that are related to carbon content . Most environmentally related taxes with implications for greenhouse gas emissions in OECD countries are levied on energy products and motor vehicles , rather than on emissions directly . Opposition to increased environmental regulation such as carbon taxes often centers on concerns that firms might relocate and/or people might lose their jobs .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
Carbon_tax,2,"It has been argued , however , that carbon taxes are more efficient than direct regulation and may even lead to higher employment ( see footnotes ) . Many large users of carbon resources in electricity generation , such as the United States , Russia , and China , are resisting carbon taxation .",Fact checking,BeIR/climate-fever,dicta-il/dictalm2.0-AWQ
